snapshot_date,product_id,store_id,stock_on_hand,reorder_point,lead_time_days
2025-12-10,PRD-0080,STR-001,25,31,4
2025-12-10,PRD-0080,STR-002,2,23,6
2025-12-10,PRD-0080,STR-003,96,16,5
2025-12-10,PRD-0080,STR-010,114,16,4
2025-12-10,PRD-0080,STR-014,15,31,3
2025-12-10,PRD-0081,STR-002,148,31,11
2025-12-10,PRD-0081,STR-003,128,37,11
2025-12-10,PRD-0081,STR-005,118,47,13
2025-12-10,PRD-0081,STR-006,83,35,9
2025-12-10,PRD-0081,STR-011,151,18,7
2025-12-10,PRD-0081,STR-017,70,42,7
2025-12-10,PRD-0081,STR-018,116,27,9
2025-12-10,PRD-0082,STR-001,95,20,3
2025-12-10,PRD-0082,STR-005,200,42,14
2025-12-10,PRD-0082,STR-009,42,23,9
2025-12-10,PRD-0082,STR-010,134,42,8
2025-12-10,PRD-0082,STR-011,69,15,8
2025-12-10,PRD-0082,STR-015,126,18,10
2025-12-10,PRD-0082,STR-016,84,20,2
2025-12-10,PRD-0083,STR-004,146,43,12
2025-12-10,PRD-0083,STR-015,83,33,5
2025-12-10,PRD-0084,STR-001,110,46,10
2025-12-10,PRD-0084,STR-005,167,11,3
2025-12-10,PRD-0084,STR-010,15,19,8
2025-12-10,PRD-0084,STR-014,8,15,9
2025-12-10,PRD-0084,STR-015,154,29,4
2025-12-10,PRD-0084,STR-016,74,28,4
2025-12-10,PRD-0085,STR-001,0,13,10
2025-12-10,PRD-0085,STR-003,80,44,4
2025-12-10,PRD-0085,STR-005,112,14,4
2025-12-10,PRD-0085,STR-006,101,28,14
2025-12-10,PRD-0085,STR-007,97,32,8
2025-12-10,PRD-0085,STR-012,141,19,3
2025-12-10,PRD-0085,STR-013,60,12,5
2025-12-10,PRD-0085,STR-015,151,17,13
2025-12-10,PRD-0086,STR-001,153,25,12
2025-12-10,PRD-0086,STR-003,2,25,4
2025-12-10,PRD-0086,STR-007,136,46,2
2025-12-10,PRD-0086,STR-008,109,16,10
2025-12-10,PRD-0086,STR-011,66,15,13
2025-12-10,PRD-0086,STR-013,43,47,13
2025-12-10,PRD-0086,STR-016,193,13,14
2025-12-10,PRD-0087,STR-001,102,23,7
2025-12-10,PRD-0087,STR-003,139,25,9
2025-12-10,PRD-0087,STR-007,150,11,14
2025-12-10,PRD-0087,STR-010,136,34,4
2025-12-10,PRD-0087,STR-012,0,34,13
2025-12-10,PRD-0088,STR-004,46,21,8
2025-12-10,PRD-0088,STR-007,194,49,8
2025-12-10,PRD-0088,STR-010,160,44,3
2025-12-10,PRD-0088,STR-015,139,47,13
2025-12-10,PRD-0089,STR-003,88,40,11
2025-12-10,PRD-0089,STR-004,167,31,7
2025-12-10,PRD-0089,STR-006,157,33,8
2025-12-10,PRD-0089,STR-007,173,32,3
2025-12-10,PRD-0089,STR-011,179,36,7
2025-12-10,PRD-0089,STR-012,143,31,13
2025-12-10,PRD-0089,STR-015,155,50,6
2025-12-10,PRD-0089,STR-016,141,17,13
2025-12-10,PRD-0090,STR-001,22,26,2
2025-12-10,PRD-0090,STR-003,146,42,10
2025-12-10,PRD-0090,STR-008,28,45,6
2025-12-10,PRD-0090,STR-009,91,48,12
2025-12-10,PRD-0090,STR-010,159,36,11
2025-12-10,PRD-0090,STR-011,3,46,4
2025-12-10,PRD-0090,STR-012,26,40,9
2025-12-10,PRD-0090,STR-014,44,24,5
2025-12-10,PRD-0090,STR-016,79,11,13
2025-12-10,PRD-0091,STR-002,72,46,5
2025-12-10,PRD-0091,STR-004,179,37,9
2025-12-10,PRD-0091,STR-005,117,44,8
2025-12-10,PRD-0091,STR-007,39,35,4
2025-12-10,PRD-0091,STR-018,150,41,10
2025-12-10,PRD-0092,STR-002,183,45,7
2025-12-10,PRD-0092,STR-003,119,42,13
2025-12-10,PRD-0092,STR-004,23,10,4
2025-12-10,PRD-0092,STR-009,18,25,11
2025-12-10,PRD-0092,STR-016,184,16,6
2025-12-10,PRD-0093,STR-005,167,31,3
2025-12-10,PRD-0093,STR-006,72,50,4
2025-12-10,PRD-0093,STR-008,39,33,6
2025-12-10,PRD-0093,STR-012,26,14,3
2025-12-10,PRD-0093,STR-013,182,31,6
2025-12-10,PRD-0094,STR-003,168,14,7
2025-12-10,PRD-0094,STR-007,16,19,5
2025-12-10,PRD-0094,STR-008,173,35,4
2025-12-10,PRD-0094,STR-009,131,37,11
2025-12-10,PRD-0094,STR-015,5,29,12
2025-12-10,PRD-0094,STR-017,160,36,12
2025-12-10,PRD-0095,STR-003,49,28,3
2025-12-10,PRD-0095,STR-004,57,18,5
2025-12-10,PRD-0095,STR-008,156,15,7
2025-12-10,PRD-0095,STR-011,120,18,6
2025-12-10,PRD-0095,STR-013,134,40,12
2025-12-10,PRD-0095,STR-016,144,35,2
2025-12-10,PRD-0096,STR-001,142,41,12
2025-12-10,PRD-0096,STR-003,7,24,8
2025-12-10,PRD-0096,STR-004,30,50,5
2025-12-10,PRD-0096,STR-007,185,31,12
2025-12-10,PRD-0096,STR-012,26,12,3
2025-12-10,PRD-0096,STR-017,36,28,9
2025-12-10,PRD-0096,STR-018,172,35,9
2025-12-10,PRD-0097,STR-001,69,14,8
2025-12-10,PRD-0097,STR-002,11,47,4
2025-12-10,PRD-0097,STR-004,39,29,9
2025-12-10,PRD-0097,STR-005,45,50,4
2025-12-10,PRD-0097,STR-006,187,30,9
2025-12-10,PRD-0097,STR-017,38,43,9
2025-12-10,PRD-0097,STR-018,127,23,6
2025-12-10,PRD-0098,STR-001,156,26,7
2025-12-10,PRD-0098,STR-002,187,17,4
2025-12-10,PRD-0098,STR-004,13,36,12
2025-12-10,PRD-0098,STR-009,87,17,12
2025-12-10,PRD-0098,STR-012,72,33,7
2025-12-10,PRD-0098,STR-016,168,16,11
2025-12-10,PRD-0098,STR-017,47,48,12
2025-12-10,PRD-0099,STR-001,6,45,12
2025-12-10,PRD-0099,STR-015,169,40,8
2025-12-10,PRD-0099,STR-016,149,37,5
2025-12-10,PRD-0099,STR-017,96,21,4
2025-12-10,PRD-0099,STR-018,88,48,8
2025-12-10,PRD-0100,STR-001,169,45,4
2025-12-10,PRD-0100,STR-002,178,34,14
2025-12-10,PRD-0100,STR-007,47,17,3
2025-12-10,PRD-0100,STR-011,8,43,6
2025-12-10,PRD-0100,STR-012,15,30,3
2025-12-10,PRD-0100,STR-016,176,44,14
2025-12-10,PRD-0101,STR-005,120,42,12
2025-12-10,PRD-0101,STR-010,70,14,13
2025-12-10,PRD-0101,STR-017,99,24,3
2025-12-10,PRD-0102,STR-001,86,13,6
2025-12-10,PRD-0102,STR-005,0,36,7
2025-12-10,PRD-0102,STR-006,196,26,10
2025-12-10,PRD-0102,STR-007,67,24,10
2025-12-10,PRD-0102,STR-011,186,45,8
2025-12-10,PRD-0102,STR-012,126,11,12
2025-12-10,PRD-0102,STR-013,97,35,7
2025-12-10,PRD-0102,STR-014,117,11,12
2025-12-10,PRD-0102,STR-016,155,48,13
2025-12-10,PRD-0103,STR-003,81,39,2
2025-12-10,PRD-0103,STR-007,49,24,14
2025-12-10,PRD-0103,STR-008,52,44,5
2025-12-10,PRD-0103,STR-014,89,13,4
2025-12-10,PRD-0103,STR-016,92,44,8
2025-12-10,PRD-0104,STR-007,136,26,9
2025-12-10,PRD-0104,STR-008,22,45,5
2025-12-10,PRD-0104,STR-013,0,41,10
2025-12-10,PRD-0104,STR-014,78,23,13
2025-12-10,PRD-0104,STR-016,53,27,5
2025-12-10,PRD-0104,STR-017,128,35,7
2025-12-10,PRD-0105,STR-002,34,20,4
2025-12-10,PRD-0105,STR-004,61,30,3
2025-12-10,PRD-0105,STR-005,184,28,2
2025-12-10,PRD-0105,STR-006,70,17,6
2025-12-10,PRD-0105,STR-007,101,20,9
2025-12-10,PRD-0105,STR-008,14,45,6
2025-12-10,PRD-0105,STR-009,35,19,4
2025-12-10,PRD-0105,STR-017,4,46,6
2025-12-10,PRD-0106,STR-003,66,15,2
2025-12-10,PRD-0106,STR-008,60,34,10
2025-12-10,PRD-0106,STR-012,109,42,3
2025-12-10,PRD-0106,STR-015,108,31,3
2025-12-10,PRD-0107,STR-002,51,40,5
2025-12-10,PRD-0107,STR-006,44,31,5
2025-12-10,PRD-0107,STR-007,64,45,12
2025-12-10,PRD-0107,STR-008,58,16,2
2025-12-10,PRD-0107,STR-016,67,10,9
2025-12-10,PRD-0108,STR-001,152,28,4
2025-12-10,PRD-0108,STR-008,103,26,9
2025-12-10,PRD-0108,STR-013,119,22,11
2025-12-10,PRD-0108,STR-016,49,34,9
2025-12-10,PRD-0109,STR-004,4,36,8
2025-12-10,PRD-0109,STR-008,54,41,7
2025-12-10,PRD-0110,STR-004,63,35,9
2025-12-10,PRD-0110,STR-009,29,43,3
2025-12-10,PRD-0110,STR-011,38,40,11
2025-12-10,PRD-0110,STR-012,174,23,2
2025-12-10,PRD-0110,STR-015,46,41,11
2025-12-10,PRD-0110,STR-017,52,38,9
2025-12-10,PRD-0111,STR-002,165,19,4
2025-12-10,PRD-0111,STR-004,192,48,3
2025-12-10,PRD-0111,STR-006,12,23,5
2025-12-10,PRD-0111,STR-007,76,12,7
2025-12-10,PRD-0111,STR-010,91,50,9
2025-12-10,PRD-0111,STR-012,153,14,7
2025-12-10,PRD-0111,STR-015,3,15,11
2025-12-10,PRD-0111,STR-017,113,47,9
2025-12-10,PRD-0112,STR-006,42,24,9
2025-12-10,PRD-0112,STR-009,155,19,13
2025-12-10,PRD-0112,STR-013,64,17,10
2025-12-10,PRD-0112,STR-015,137,48,7
2025-12-10,PRD-0113,STR-001,63,24,5
2025-12-10,PRD-0113,STR-007,27,10,2
2025-12-10,PRD-0113,STR-009,23,11,9
2025-12-10,PRD-0113,STR-011,24,22,8
2025-12-10,PRD-0113,STR-014,129,44,5
2025-12-10,PRD-0113,STR-017,119,16,9
2025-12-10,PRD-0113,STR-018,91,18,7
2025-12-10,PRD-0114,STR-003,17,35,7
2025-12-10,PRD-0114,STR-008,36,28,8
2025-12-10,PRD-0114,STR-010,54,32,13
2025-12-10,PRD-0115,STR-007,41,15,7
2025-12-10,PRD-0115,STR-009,161,43,8
2025-12-10,PRD-0115,STR-011,63,49,12
2025-12-10,PRD-0115,STR-018,66,42,2
2025-12-10,PRD-0116,STR-003,119,41,5
2025-12-10,PRD-0116,STR-008,179,46,12
2025-12-10,PRD-0116,STR-012,7,41,14
2025-12-10,PRD-0116,STR-015,175,43,11
2025-12-10,PRD-0117,STR-002,42,28,7
2025-12-10,PRD-0117,STR-006,-37,35,9
2025-12-10,PRD-0117,STR-008,4,44,8
2025-12-10,PRD-0117,STR-012,195,33,6
2025-12-10,PRD-0117,STR-013,118,14,9
2025-12-10,PRD-0117,STR-014,138,29,4
2025-12-10,PRD-0117,STR-018,58,14,8
2025-12-10,PRD-0118,STR-002,41,43,9
2025-12-10,PRD-0118,STR-004,64,12,5
2025-12-10,PRD-0118,STR-005,38,35,12
2025-12-10,PRD-0118,STR-011,91,37,12
2025-12-10,PRD-0118,STR-012,158,34,8
2025-12-10,PRD-0118,STR-015,181,27,5
2025-12-10,PRD-0118,STR-016,180,38,10
2025-12-10,PRD-0119,STR-003,115,15,8
2025-12-10,PRD-0119,STR-018,146,10,7
2025-12-10,PRD-0120,STR-007,5,15,3
2025-12-10,PRD-0120,STR-009,17,34,10
2025-12-10,PRD-0120,STR-011,13,44,6
2025-12-10,PRD-0120,STR-015,101,45,5
2025-12-10,PRD-0120,STR-016,1,50,8
2025-12-10,PRD-0121,STR-003,28,48,5
2025-12-10,PRD-0121,STR-004,151,13,5
2025-12-10,PRD-0121,STR-006,192,45,6
2025-12-10,PRD-0121,STR-007,30,39,11
2025-12-10,PRD-0121,STR-008,191,11,8
2025-12-10,PRD-0121,STR-012,144,33,7
2025-12-10,PRD-0122,STR-003,0,31,2
2025-12-10,PRD-0122,STR-006,51,47,11
2025-12-10,PRD-0122,STR-014,129,46,4
2025-12-10,PRD-0122,STR-015,51,10,8
2025-12-10,PRD-0122,STR-018,116,28,12
2025-12-10,PRD-0123,STR-002,195,14,6
2025-12-10,PRD-0123,STR-003,19,22,3
2025-12-10,PRD-0123,STR-006,188,10,5
2025-12-10,PRD-0123,STR-007,172,18,4
2025-12-10,PRD-0123,STR-010,129,50,4
2025-12-10,PRD-0123,STR-012,103,35,8
2025-12-10,PRD-0123,STR-014,55,41,7
2025-12-10,PRD-0123,STR-015,43,49,11
2025-12-10,PRD-0124,STR-010,27,13,6
2025-12-10,PRD-0124,STR-013,170,24,10
2025-12-10,PRD-0124,STR-018,134,16,14
2025-12-10,PRD-0125,STR-001,3,40,13
2025-12-10,PRD-0125,STR-004,85,42,6
2025-12-10,PRD-0125,STR-006,29,42,7
2025-12-10,PRD-0125,STR-007,78,32,12
2025-12-10,PRD-0125,STR-010,20,33,6
2025-12-10,PRD-0125,STR-012,110,34,6
2025-12-10,PRD-0125,STR-015,32,33,8
2025-12-10,PRD-0125,STR-016,112,48,10
2025-12-10,PRD-0126,STR-007,47,50,4
2025-12-10,PRD-0126,STR-008,62,24,10
2025-12-10,PRD-0126,STR-014,164,17,14
2025-12-10,PRD-0126,STR-015,11,30,6
2025-12-10,PRD-0126,STR-018,191,45,13
2025-12-10,PRD-0127,STR-002,83,43,2
2025-12-10,PRD-0127,STR-010,165,11,14
2025-12-10,PRD-0127,STR-015,144,32,14
2025-12-10,PRD-0127,STR-016,76,20,7
2025-12-10,PRD-0127,STR-017,2,41,8
2025-12-10,PRD-0128,STR-002,17,21,14
2025-12-10,PRD-0128,STR-004,124,13,10
2025-12-10,PRD-0128,STR-008,99,19,7
2025-12-10,PRD-0128,STR-011,176,27,12
2025-12-10,PRD-0128,STR-013,65,20,9
2025-12-10,PRD-0128,STR-015,21,50,6
2025-12-10,PRD-0129,STR-001,124,10,2
2025-12-10,PRD-0129,STR-007,15,36,13
2025-12-10,PRD-0129,STR-008,184,26,14
2025-12-10,PRD-0129,STR-010,40,34,14
2025-12-10,PRD-0129,STR-014,18,22,4
2025-12-10,PRD-0129,STR-018,64,26,5
2025-12-10,PRD-0130,STR-009,191,17,6
2025-12-10,PRD-0130,STR-012,84,46,5
2025-12-10,PRD-0131,STR-001,122,45,8
2025-12-10,PRD-0131,STR-002,99,35,8
2025-12-10,PRD-0131,STR-004,72,26,4
2025-12-10,PRD-0131,STR-007,94,34,6
2025-12-10,PRD-0131,STR-010,140,26,10
2025-12-10,PRD-0132,STR-001,25,19,4
2025-12-10,PRD-0132,STR-007,28,16,13
2025-12-10,PRD-0132,STR-016,177,23,2
2025-12-10,PRD-0133,STR-001,143,13,10
2025-12-10,PRD-0133,STR-002,176,32,14
2025-12-10,PRD-0133,STR-010,70,21,9
2025-12-10,PRD-0133,STR-014,147,50,13
2025-12-10,PRD-0133,STR-017,148,33,2
2025-12-10,PRD-0133,STR-018,83,28,12
2025-12-10,PRD-0134,STR-001,28,26,5
2025-12-10,PRD-0134,STR-005,9,10,13
2025-12-10,PRD-0134,STR-015,33,18,2
2025-12-10,PRD-0135,STR-003,188,50,6
2025-12-10,PRD-0135,STR-004,118,12,5
2025-12-10,PRD-0135,STR-006,169,36,14
2025-12-10,PRD-0135,STR-009,199,17,10
2025-12-10,PRD-0135,STR-010,185,17,8
2025-12-10,PRD-0135,STR-012,10,29,14
2025-12-10,PRD-0135,STR-015,106,14,3
2025-12-10,PRD-0135,STR-017,194,41,13
2025-12-10,PRD-0136,STR-001,171,48,12
2025-12-10,PRD-0136,STR-005,157,27,11
2025-12-10,PRD-0136,STR-007,13,42,6
2025-12-10,PRD-0136,STR-015,112,26,11
2025-12-10,PRD-0136,STR-017,104,23,12
2025-12-10,PRD-0136,STR-018,159,35,5
2025-12-10,PRD-0137,STR-001,58,23,7
2025-12-10,PRD-0137,STR-002,65,47,11
2025-12-10,PRD-0137,STR-006,31,43,4
2025-12-10,PRD-0137,STR-008,157,39,13
2025-12-10,PRD-0137,STR-009,42,25,6
2025-12-10,PRD-0137,STR-011,162,30,14
2025-12-10,PRD-0137,STR-014,48,23,13
2025-12-10,PRD-0137,STR-016,58,18,12
2025-12-10,PRD-0137,STR-017,138,21,4
2025-12-10,PRD-0137,STR-018,167,25,13
2025-12-10,PRD-0138,STR-003,73,12,11
2025-12-10,PRD-0139,STR-005,14,31,8
2025-12-10,PRD-0139,STR-011,45,28,2
2025-12-10,PRD-0139,STR-017,0,30,10
2025-12-10,PRD-0140,STR-002,19,47,4
2025-12-10,PRD-0140,STR-004,89,17,11
2025-12-10,PRD-0140,STR-007,55,29,12
2025-12-10,PRD-0140,STR-008,118,29,11
2025-12-10,PRD-0140,STR-012,72,42,4
2025-12-10,PRD-0140,STR-013,50,11,10
2025-12-10,PRD-0140,STR-015,85,22,10
2025-12-10,PRD-0141,STR-001,131,26,2
2025-12-10,PRD-0141,STR-002,162,43,3
2025-12-10,PRD-0141,STR-003,8,16,13
2025-12-10,PRD-0141,STR-005,164,28,14
2025-12-10,PRD-0141,STR-011,179,16,3
2025-12-10,PRD-0141,STR-013,86,48,7
2025-12-10,PRD-0141,STR-015,70,28,13
2025-12-10,PRD-0142,STR-001,200,24,13
2025-12-10,PRD-0142,STR-002,160,17,2
2025-12-10,PRD-0142,STR-004,76,31,14
2025-12-10,PRD-0142,STR-005,142,39,3
2025-12-10,PRD-0142,STR-007,131,29,14
2025-12-10,PRD-0142,STR-011,101,50,5
2025-12-10,PRD-0142,STR-015,193,42,5
2025-12-10,PRD-0142,STR-017,133,24,7
2025-12-10,PRD-0143,STR-003,154,36,5
2025-12-10,PRD-0143,STR-005,18,27,13
2025-12-10,PRD-0143,STR-014,134,32,12
2025-12-10,PRD-0144,STR-001,125,18,8
2025-12-10,PRD-0144,STR-006,118,23,11
2025-12-10,PRD-0144,STR-007,164,36,8
2025-12-10,PRD-0144,STR-009,66,47,8
2025-12-10,PRD-0144,STR-012,68,49,7
2025-12-10,PRD-0144,STR-013,163,20,5
2025-12-10,PRD-0144,STR-017,139,11,3
2025-12-10,PRD-0145,STR-007,195,44,11
2025-12-10,PRD-0145,STR-008,138,11,6
2025-12-10,PRD-0145,STR-011,1,30,8
2025-12-10,PRD-0145,STR-012,153,25,9
2025-12-10,PRD-0145,STR-013,80,31,7
2025-12-10,PRD-0145,STR-018,159,32,10
2025-12-10,PRD-0146,STR-004,3,27,2
2025-12-10,PRD-0146,STR-005,15,46,12
2025-12-10,PRD-0146,STR-012,200,40,3
2025-12-10,PRD-0146,STR-014,111,41,6
2025-12-10,PRD-0146,STR-015,56,37,4
2025-12-10,PRD-0146,STR-018,126,43,2
2025-12-10,PRD-0147,STR-001,182,40,9
2025-12-10,PRD-0147,STR-003,24,42,8
2025-12-10,PRD-0147,STR-004,84,30,4
2025-12-10,PRD-0147,STR-007,41,31,6
2025-12-10,PRD-0147,STR-009,200,15,10
2025-12-10,PRD-0147,STR-012,113,21,8
2025-12-10,PRD-0147,STR-017,153,11,8
2025-12-10,PRD-0148,STR-001,131,13,2
2025-12-10,PRD-0148,STR-004,154,34,13
2025-12-10,PRD-0148,STR-010,134,18,9
2025-12-10,PRD-0148,STR-017,162,44,12
2025-12-10,PRD-0148,STR-018,46,34,3
2025-12-10,PRD-0149,STR-002,85,18,12
2025-12-10,PRD-0149,STR-003,139,47,3
2025-12-10,PRD-0149,STR-005,100,13,5
2025-12-10,PRD-0149,STR-006,55,41,8
2025-12-10,PRD-0149,STR-009,8,28,11
2025-12-10,PRD-0149,STR-013,68,49,6
2025-12-10,PRD-0149,STR-015,48,16,4
2025-12-10,PRD-0149,STR-016,79,21,11
2025-12-10,PRD-0150,STR-002,103,41,7
2025-12-10,PRD-0150,STR-003,195,46,12
2025-12-10,PRD-0150,STR-004,114,15,9
2025-12-10,PRD-0150,STR-009,96,32,7
2025-12-10,PRD-0150,STR-011,172,20,13
2025-12-10,PRD-0151,STR-001,149,45,9
2025-12-10,PRD-0151,STR-008,49,30,4
2025-12-10,PRD-0151,STR-016,25,48,11
2025-12-10,PRD-0151,STR-018,167,12,11
2025-12-10,PRD-0152,STR-003,9,45,14
2025-12-10,PRD-0152,STR-007,6,17,7
2025-12-10,PRD-0152,STR-011,46,27,14
2025-12-10,PRD-0152,STR-015,-14,43,11
2025-12-10,PRD-0153,STR-004,65,20,6
2025-12-10,PRD-0153,STR-005,45,47,9
2025-12-10,PRD-0153,STR-009,162,26,3
2025-12-10,PRD-0153,STR-015,191,27,2
2025-12-10,PRD-0153,STR-017,156,13,6
2025-12-10,PRD-0154,STR-003,178,46,10
2025-12-10,PRD-0154,STR-009,67,37,12
2025-12-10,PRD-0154,STR-010,196,44,12
2025-12-10,PRD-0154,STR-013,157,14,11
2025-12-10,PRD-0154,STR-014,153,29,10
2025-12-10,PRD-0155,STR-004,7,22,2
2025-12-10,PRD-0155,STR-006,87,22,11
2025-12-10,PRD-0155,STR-007,76,16,2
2025-12-10,PRD-0155,STR-008,146,36,3
2025-12-10,PRD-0155,STR-013,31,30,6
2025-12-10,PRD-0155,STR-015,139,30,4
2025-12-10,PRD-0155,STR-016,102,44,7
2025-12-10,PRD-0155,STR-018,28,12,10
2025-12-10,PRD-0156,STR-003,65,46,7
2025-12-10,PRD-0156,STR-004,173,35,4
2025-12-10,PRD-0156,STR-005,81,45,13
2025-12-10,PRD-0156,STR-007,159,22,8
2025-12-10,PRD-0156,STR-008,169,31,3
2025-12-10,PRD-0156,STR-009,41,32,12
2025-12-10,PRD-0156,STR-010,90,18,10
2025-12-10,PRD-0156,STR-011,195,49,8
2025-12-10,PRD-0156,STR-012,80,40,10
2025-12-10,PRD-0156,STR-017,121,42,9
2025-12-10,PRD-0157,STR-001,36,47,8
2025-12-10,PRD-0157,STR-004,126,14,10
2025-12-10,PRD-0157,STR-005,183,45,8
2025-12-10,PRD-0157,STR-007,145,21,11
2025-12-10,PRD-0157,STR-008,114,21,6
2025-12-10,PRD-0157,STR-010,6,36,11
2025-12-10,PRD-0157,STR-012,7,42,11
2025-12-10,PRD-0157,STR-013,85,48,9
2025-12-10,PRD-0157,STR-018,163,42,8
2025-12-10,PRD-0158,STR-003,105,12,11
2025-12-10,PRD-0158,STR-006,101,16,2
2025-12-10,PRD-0158,STR-008,100,38,4
2025-12-10,PRD-0158,STR-009,138,17,13
2025-12-10,PRD-0158,STR-011,14,36,7
2025-12-10,PRD-0158,STR-013,114,17,5
2025-12-10,PRD-0158,STR-015,85,19,11
2025-12-10,PRD-0158,STR-016,100,26,10
2025-12-10,PRD-0158,STR-017,61,10,8
2025-12-10,PRD-0159,STR-001,87,10,7
2025-12-10,PRD-0159,STR-002,7,46,8
2025-12-10,PRD-0159,STR-003,87,44,4
2025-12-10,PRD-0159,STR-004,120,31,4
2025-12-10,PRD-0159,STR-007,14,46,11
2025-12-10,PRD-0159,STR-008,37,22,14
2025-12-10,PRD-0159,STR-012,75,36,6
2025-12-10,PRD-0159,STR-016,42,21,2
2025-12-10,PRD-0159,STR-018,61,49,9
2025-12-10,PRD-0160,STR-003,121,41,8
2025-12-10,PRD-0160,STR-004,162,50,2
2025-12-10,PRD-0160,STR-005,180,11,13
2025-12-10,PRD-0160,STR-007,170,32,8
2025-12-10,PRD-0160,STR-009,-10,23,4
2025-12-10,PRD-0160,STR-010,165,49,4
2025-12-10,PRD-0160,STR-011,89,47,4
2025-12-10,PRD-0160,STR-012,163,33,5
2025-12-10,PRD-0160,STR-017,76,17,5
2025-12-10,PRD-0161,STR-007,76,34,7
2025-12-10,PRD-0161,STR-015,144,32,13
2025-12-10,PRD-0161,STR-017,40,24,5
2025-12-10,PRD-0162,STR-003,141,48,12
2025-12-10,PRD-0162,STR-011,185,30,3
2025-12-10,PRD-0162,STR-015,36,47,8
2025-12-10,PRD-0162,STR-016,190,41,7
2025-12-10,PRD-0163,STR-011,196,32,13
2025-12-10,PRD-0163,STR-013,68,39,5
2025-12-10,PRD-0163,STR-018,138,44,9
2025-12-10,PRD-0164,STR-003,198,37,10
2025-12-10,PRD-0164,STR-016,104,27,8
2025-12-10,PRD-0165,STR-002,194,41,6
2025-12-10,PRD-0165,STR-004,100,34,10
2025-12-10,PRD-0165,STR-005,70,20,13
2025-12-10,PRD-0165,STR-006,182,31,13
2025-12-10,PRD-0165,STR-012,8,43,7
2025-12-10,PRD-0165,STR-015,69,48,5
2025-12-10,PRD-0165,STR-017,13,35,4
2025-12-10,PRD-0165,STR-018,92,48,6
2025-12-10,PRD-0166,STR-007,198,13,5
2025-12-10,PRD-0166,STR-008,124,11,8
2025-12-10,PRD-0166,STR-010,192,41,8
2025-12-10,PRD-0166,STR-011,5,41,14
2025-12-10,PRD-0166,STR-012,40,34,10
2025-12-10,PRD-0166,STR-015,182,39,5
2025-12-10,PRD-0167,STR-003,193,42,3
2025-12-10,PRD-0167,STR-005,110,23,3
2025-12-10,PRD-0167,STR-006,1,41,14
2025-12-10,PRD-0167,STR-008,170,25,8
2025-12-10,PRD-0167,STR-010,171,16,10
2025-12-10,PRD-0168,STR-003,162,31,12
2025-12-10,PRD-0168,STR-010,112,13,14
2025-12-10,PRD-0168,STR-011,149,25,14
2025-12-10,PRD-0168,STR-012,49,22,4
2025-12-10,PRD-0169,STR-004,106,35,10
2025-12-10,PRD-0169,STR-005,117,31,2
2025-12-10,PRD-0169,STR-007,71,15,9
2025-12-10,PRD-0169,STR-008,167,20,9
2025-12-10,PRD-0169,STR-016,93,15,2
2025-12-10,PRD-0170,STR-005,142,40,14
2025-12-10,PRD-0170,STR-007,179,14,5
2025-12-10,PRD-0170,STR-014,85,23,10
2025-12-10,PRD-0170,STR-017,60,26,3
2025-12-10,PRD-0171,STR-002,31,45,7
2025-12-10,PRD-0171,STR-003,12,32,11
2025-12-10,PRD-0171,STR-004,155,15,13
2025-12-10,PRD-0171,STR-008,130,36,3
2025-12-10,PRD-0171,STR-016,146,21,10
2025-12-10,PRD-0172,STR-003,93,16,7
2025-12-10,PRD-0172,STR-007,62,49,7
2025-12-10,PRD-0172,STR-013,169,37,2
2025-12-10,PRD-0172,STR-017,78,36,2
2025-12-10,PRD-0173,STR-001,35,17,2
2025-12-10,PRD-0173,STR-004,55,14,6
2025-12-10,PRD-0173,STR-005,131,44,4
2025-12-10,PRD-0173,STR-006,59,28,6
2025-12-10,PRD-0173,STR-007,47,27,8
2025-12-10,PRD-0173,STR-009,1,43,13
2025-12-10,PRD-0173,STR-012,98,40,14
2025-12-10,PRD-0173,STR-014,56,18,14
2025-12-10,PRD-0173,STR-016,198,31,5
2025-12-10,PRD-0173,STR-018,118,41,11
2025-12-10,PRD-0174,STR-001,109,24,4
2025-12-10,PRD-0174,STR-002,84,50,7
2025-12-10,PRD-0174,STR-012,85,28,5
2025-12-10,PRD-0174,STR-014,150,27,14
2025-12-10,PRD-0174,STR-018,0,50,9
2025-12-10,PRD-0175,STR-002,21,35,4
2025-12-10,PRD-0175,STR-003,171,16,3
2025-12-10,PRD-0175,STR-007,184,14,13
2025-12-10,PRD-0175,STR-009,194,29,5
2025-12-10,PRD-0175,STR-011,22,19,12
2025-12-10,PRD-0175,STR-013,134,47,5
2025-12-10,PRD-0176,STR-001,47,12,10
2025-12-10,PRD-0176,STR-009,127,48,8
2025-12-10,PRD-0176,STR-011,37,23,12
2025-12-10,PRD-0176,STR-012,12,33,8
2025-12-10,PRD-0176,STR-014,58,24,3
2025-12-10,PRD-0176,STR-016,191,27,5
2025-12-10,PRD-0176,STR-017,131,40,2
2025-12-10,PRD-0176,STR-018,52,36,13
2025-12-10,PRD-0177,STR-004,144,19,2
2025-12-10,PRD-0177,STR-005,40,16,5
2025-12-10,PRD-0177,STR-006,158,37,9
2025-12-10,PRD-0177,STR-007,106,40,5
2025-12-10,PRD-0177,STR-009,147,11,2
2025-12-10,PRD-0177,STR-012,137,41,6
